"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"beta_logit",0,0,498.314523735512,19.8471511797151,4.45797161170779,0.768272656063388,-996.629047471025,39.6943023594302
"gaussian_identity",-153.133954358052,8.68514956201179,345.18056937746,19.3892950439407,7.8538871353328,1.9714166180379,-690.36113875492,38.7785900878813
